timestamp,ip_address,method,endpoint,parameters,status_code,response_time_ms,response_size_bytes,user_agent,frequency,is_anomaly
2026-05-15T14:22:07.793982,119.41.32.229,DELETE,/static/images,/static/images,304,246,771,python-requests/2.28.0,40,False
2026-05-15T14:22:09.795814,16.151.106.229,GET,/api/products,/api/products,200,409,5415,curl/7.68.0,19,False
2026-05-15T14:22:11.796932,48.244.251.199,GET,/dashboard,/dashboard,201,59,633,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),12,False
2026-05-15T14:22:13.798603,93.50.236.83,PUT,/api/users,/api/users,200,363,25239,curl/7.68.0,11,False
2026-05-15T14:22:15.800490,170.160.161.8,GET,user=hunterkayla,user=hunterkayla&attempt=85,401,284,384,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,True
2026-05-15T14:22:17.802184,185.83.48.185,POST,id=1' OR '1'='1,id=1' OR '1'='1&data=our,403,14962,392,curl/7.68.0,1,True
2026-05-15T14:22:19.803701,150.143.59.12,GET,/static/css,/static/css,201,50,328,python-requests/2.28.0,17,False
2026-05-15T14:22:21.805155,129.44.38.123,POST,/api/users,/api/users,200,311,25573,python-requests/2.28.0,21,False
2026-05-15T14:22:23.806374,120.76.239.76,GET,/logout,/logout,201,379,684,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),12,False
2026-05-15T14:22:25.808543,177.148.36.35,DELETE,file=radio.mp4,file=radio.mp4&size=14MB,403,4348,447,curl/7.68.0,2,True
2026-05-15T14:22:27.810572,148.180.23.73,GET,/static/css,/static/css,201,305,274,curl/7.68.0,43,False
2026-05-15T14:22:29.812593,15.198.222.118,DELETE,/static/images,/static/images,201,166,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64),22,False
2026-05-15T14:22:31.814548,201.191.105.35,PUT,/static/css,/static/css,200,413,42746,curl/7.68.0,45,False
2026-05-15T14:22:33.816410,63.159.28.15,POST,/static/css,/static/css,200,111,1212,python-requests/2.28.0,14,False
2026-05-15T14:22:35.818383,122.75.165.161,PUT,file=hospital.mov,file=hospital.mov&size=38MB,403,4056,173,curl/7.68.0,3,True
2026-05-15T14:22:37.820187,172.143.190.201,PUT,/api/products,/api/products,200,219,17568,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),18,False
2026-05-15T14:22:39.821830,15.87.228.58,PUT,/api/orders,/api/orders,200,175,33103,python-requests/2.28.0,36,False
2026-05-15T14:22:41.823126,182.170.90.174,GET,/api/orders,/api/orders,200,446,26572,Mozilla/5.0 (Windows NT 10.0; Win64; x64),29,False
2026-05-15T14:22:43.825301,155.52.187.199,DELETE,/api/products,/api/products,200,469,38636,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),12,False
2026-05-15T14:22:45.827716,49.84.118.88,GET,file=eye.webm,file=eye.webm&size=66MB,403,3813,200,python-requests/2.28.0,4,True
2026-05-15T14:22:47.829423,184.183.104.173,POST,/api/users,/api/users,200,66,30574,Mozilla/5.0 (Windows NT 10.0; Win64; x64),24,False
2026-05-15T14:22:49.831452,40.107.10.91,DELETE,user=qcox,user=qcox&attempt=43,403,208,101,python-requests/2.28.0,5,True
2026-05-15T14:22:51.833161,182.23.22.140,PUT,/login,/login,200,292,16794,curl/7.68.0,24,False
2026-05-15T14:22:53.835086,178.179.60.195,GET,/api/products,/api/products,201,116,901,curl/7.68.0,26,False
2026-05-15T14:22:55.836437,79.55.199.224,GET,port=60946,port=60946&scan_type=syn,500,2408,944,Mozilla/5.0 (Windows NT 10.0; Win64; x64),3,True
2026-05-15T14:22:57.837895,98.57.212.63,POST,/dashboard,/dashboard,200,348,17047,Mozilla/5.0 (Windows NT 10.0; Win64; x64),47,False
2026-05-15T14:22:59.839438,223.216.49.0,GET,/api/users,/api/users,304,299,469,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),44,False
2026-05-15T14:23:01.840982,124.53.209.38,PUT,/static/images,/static/images,304,175,929,curl/7.68.0,36,False
2026-05-15T14:27:05.434464,108.53.72.141,GET,/static/images,/static/images,200,294,6236,python-requests/2.28.0,35,False
2026-05-15T14:27:07.441229,187.96.154.73,PUT,/logout,/logout,200,379,34482,Mozilla/5.0 (Windows NT 10.0; Win64; x64),36,False
2026-05-15T14:27:09.448172,170.209.18.184,GET,/login,/login,200,166,39809,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),26,False
2026-05-15T14:27:11.453516,171.115.40.197,GET,/api/users,/api/users,200,258,5260,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),45,False
2026-05-15T14:27:13.461426,46.13.208.46,GET,/static/css,/static/css,200,75,12272,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,False
2026-05-15T14:27:15.466206,25.99.152.39,GET,/api/users,/api/users,200,397,19511,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),41,False
2026-05-15T14:27:17.468092,215.233.94.187,POST,/static/images,/static/images,201,306,908,Mozilla/5.0 (Windows NT 10.0; Win64; x64),36,False
2026-05-15T14:27:19.469977,60.23.182.217,GET,/api/users,/api/users,201,248,511,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),7,False
2026-05-15T14:27:21.471816,28.121.63.122,GET,/login,/login,201,265,188,python-requests/2.28.0,9,False
2026-05-15T14:27:23.473652,89.14.105.45,GET,/api/users,/api/users,201,75,582,curl/7.68.0,6,False
2026-05-15T14:27:25.474988,120.139.52.77,GET,/api/products,/api/products,200,230,22666,python-requests/2.28.0,26,False
2026-05-15T14:27:27.476191,3.108.9.255,DELETE,/api/orders,/api/orders,200,331,49646,curl/7.68.0,38,False
2026-05-15T14:27:29.477728,71.74.153.100,POST,/static/images,/static/images,201,141,138,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),41,False
2026-05-15T14:27:31.479047,32.107.154.178,POST,/static/css,/static/css,304,282,812,python-requests/2.28.0,30,False
2026-05-15T14:27:33.480448,52.100.210.50,PUT,/login,/login,200,380,29148,Mozilla/5.0 (Windows NT 10.0; Win64; x64),35,False
2026-05-15T14:27:35.482368,24.105.170.68,GET,resource=/admin,resource=/admin&token=invalid,401,688,551,python-requests/2.28.0,1,True
2026-05-15T14:27:37.484280,59.28.37.48,PUT,/api/users,/api/users,200,428,44482,Mozilla/5.0 (Windows NT 10.0; Win64; x64),20,False
2026-05-15T14:27:39.485819,22.156.138.53,DELETE,/login,/login,200,372,8318,curl/7.68.0,24,False
2026-05-15T14:27:41.489764,181.138.91.137,POST,id=1' OR '1'='1,id=1' OR '1'='1&data=every,403,9380,568,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),4,True
2026-05-15T14:27:43.491337,213.43.100.105,GET,/api/orders,/api/orders,200,108,14256,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),40,False
2026-05-15T14:27:45.492771,158.61.145.41,POST,port=42335,port=42335&scan_type=syn,500,2969,118,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,True
2026-05-15T14:27:47.494448,140.191.173.191,PUT,/api/orders,/api/orders,200,205,30658,python-requests/2.28.0,41,False
2026-05-15T14:27:49.496665,201.10.66.232,GET,port=43667,port=43667&scan_type=syn,500,2912,847,curl/7.68.0,4,True
2026-05-15T14:27:51.498340,158.193.184.117,GET,file=charge.key,file=charge.key&size=39MB,403,4465,799,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2,True
2026-05-15T14:27:53.511984,66.124.128.26,POST,/api/orders,/api/orders,200,62,2009,python-requests/2.28.0,26,False
2026-05-15T14:27:55.525931,167.71.88.243,DELETE,/api/health,/api/health,201,499,485,curl/7.68.0,37,False
2026-05-15T14:27:57.534356,164.177.164.16,POST,/logout,/logout,201,234,195,python-requests/2.28.0,21,False
2026-05-15T14:27:59.539592,109.171.215.221,POST,/dashboard,/dashboard,200,495,10879,curl/7.68.0,17,False
2026-05-15T14:28:01.544318,135.80.169.216,DELETE,/api/users,/api/users,200,431,11088,python-requests/2.28.0,10,False
2026-05-15T14:28:03.550023,113.168.40.153,DELETE,user=sarashort,user=sarashort&attempt=1,401,146,917,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1,True
2026-05-15T14:28:05.561063,101.201.239.146,GET,/api/orders,/api/orders,200,468,3275,Mozilla/5.0 (Windows NT 10.0; Win64; x64),23,False
2026-05-15T14:28:07.566395,177.44.63.93,GET,/static/css,/static/css,200,256,29492,python-requests/2.28.0,29,False
2026-05-15T14:28:09.574805,174.151.200.223,POST,/api/health,/api/health,201,264,950,curl/7.68.0,18,False
2026-05-15T14:28:11.580826,184.144.215.64,POST,/api/health,/api/health,200,72,18490,python-requests/2.28.0,39,False
2026-05-15T14:28:13.583262,183.146.221.243,GET,/api/products,/api/products,201,189,578,Mozilla/5.0 (Windows NT 10.0; Win64; x64),31,False
2026-05-15T14:28:15.585012,195.47.21.185,GET,/api/orders,/api/orders,200,324,36653,curl/7.68.0,11,False
2026-05-15T14:28:17.586210,20.153.200.173,GET,/dashboard,/dashboard,304,397,944,curl/7.68.0,43,False
2026-05-15T14:28:19.587826,101.157.219.217,POST,/static/css,/static/css,304,461,676,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),6,False
2026-05-15T14:28:21.589220,60.168.220.81,DELETE,/dashboard,/dashboard,200,212,23994,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),17,False
2026-05-15T14:28:23.591009,27.171.66.77,GET,id=1' OR '1'='1,id=1' OR '1'='1&data=into,400,13502,917,python-requests/2.28.0,4,True
2026-05-15T14:28:25.592704,185.76.37.25,POST,/api/users,/api/users,200,195,41439,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),32,False
2026-05-15T14:28:27.594094,111.52.224.62,GET,/login,/login,200,361,27584,Mozilla/5.0 (Windows NT 10.0; Win64; x64),40,False
2026-05-15T14:28:29.596358,70.185.23.200,GET,user=frederickhansen,user=frederickhansen&attempt=56,401,202,287,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,True
2026-05-15T14:28:31.597798,117.158.17.60,GET,/api/orders,/api/orders,200,284,27290,curl/7.68.0,26,False
2026-05-15T14:28:33.600060,177.238.103.72,DELETE,/logout,/logout,304,387,436,Mozilla/5.0 (Windows NT 10.0; Win64; x64),20,False
2026-05-15T14:28:35.601844,34.241.48.123,POST,/api/orders,/api/orders,201,474,184,python-requests/2.28.0,44,False
2026-05-15T14:28:37.604164,175.236.183.24,GET,id=1' OR '1'='1,id=1' OR '1'='1&data=mean,403,11394,138,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4,True
2026-05-15T14:28:39.605838,84.86.154.90,GET,/dashboard,/dashboard,200,219,359,python-requests/2.28.0,43,False
2026-05-15T14:28:41.606922,78.184.79.102,POST,/logout,/logout,304,193,557,curl/7.68.0,31,False
2026-05-15T14:28:43.608843,128.44.249.101,PUT,/static/css,/static/css,304,427,122,python-requests/2.28.0,31,False
2026-05-15T14:28:45.610325,204.106.143.214,DELETE,/api/products,/api/products,304,54,312,python-requests/2.28.0,29,False
2026-05-15T14:28:47.611761,11.159.193.189,DELETE,/api/products,/api/products,200,348,37005,python-requests/2.28.0,32,False
2026-05-15T14:28:49.612983,185.41.72.248,GET,/api/products,/api/products,200,385,45452,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),28,False
2026-05-15T14:28:51.614528,43.63.183.48,PUT,/login,/login,200,134,935,curl/7.68.0,32,False
2026-05-15T14:28:53.615700,105.176.12.207,GET,/api/products,/api/products,200,401,9798,Mozilla/5.0 (Windows NT 10.0; Win64; x64),14,False
2026-05-15T14:28:55.617599,144.115.22.224,GET,/api/products,/api/products,200,392,13159,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),37,False
2026-05-15T14:28:57.618943,94.132.28.76,POST,/logout,/logout,200,454,24660,curl/7.68.0,35,False
2026-05-15T14:28:59.620395,203.34.195.122,DELETE,resource=/admin,resource=/admin&token=invalid,401,670,901,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4,True
2026-05-15T14:29:01.622992,158.176.0.225,GET,/static/css,/static/css,304,104,405,curl/7.68.0,29,False
2026-05-15T14:29:03.625117,94.38.100.206,GET,/api/orders,/api/orders,201,347,538,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),20,False
2026-05-15T14:29:05.627068,63.83.53.47,DELETE,/api/health,/api/health,304,450,180,curl/7.68.0,45,False
2026-05-15T14:29:07.628561,99.173.238.72,GET,/logout,/logout,200,234,21302,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),36,False
2026-05-15T14:29:09.630874,43.30.51.12,GET,/static/css,/static/css,200,400,8477,python-requests/2.28.0,37,False
2026-05-15T14:29:11.633288,73.245.139.235,PUT,/static/images,/static/images,201,369,519,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),6,False
2026-05-15T14:29:13.636301,123.199.241.207,PUT,/static/images,/static/images,200,75,14884,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),34,False
2026-05-15T14:29:15.638135,170.175.250.93,GET,/api/products,/api/products,200,261,32345,python-requests/2.28.0,49,False
2026-05-15T14:29:17.639406,188.56.110.246,DELETE,/static/images,/static/images,200,197,26576,curl/7.68.0,46,False
2026-05-15T14:29:19.640969,141.24.130.198,DELETE,/api/users,/api/users,201,347,697,Mozilla/5.0 (Windows NT 10.0; Win64; x64),31,False
2026-05-15T14:29:21.642864,82.203.90.187,GET,resource=/admin,resource=/admin&token=invalid,401,927,256,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,True
2026-05-15T14:29:23.644766,189.24.212.126,DELETE,/api/orders,/api/orders,200,460,24055,python-requests/2.28.0,38,False
2026-05-15T14:29:25.650131,21.176.17.139,GET,/api/users,/api/users,200,107,21161,python-requests/2.28.0,14,False
2026-05-15T14:29:27.664454,218.199.2.8,GET,/api/health,/api/health,200,357,36463,python-requests/2.28.0,38,False
2026-05-15T14:29:29.670088,104.229.202.22,GET,/static/css,/static/css,200,302,20191,Mozilla/5.0 (Windows NT 10.0; Win64; x64),38,False
2026-05-15T14:29:31.673364,140.115.31.48,PUT,file=eat.jpg,file=eat.jpg&size=37MB,403,4227,952,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),4,True
2026-05-15T14:29:33.679870,167.210.176.92,PUT,/api/products,/api/products,200,229,30491,curl/7.68.0,15,False
2026-05-15T14:29:35.683657,35.250.63.167,GET,resource=/admin,resource=/admin&token=invalid,401,671,487,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1,True
2026-05-15T14:29:37.685130,117.196.64.88,PUT,/logout,/logout,201,422,350,Mozilla/5.0 (Windows NT 10.0; Win64; x64),34,False
2026-05-15T14:29:39.690756,121.63.204.217,POST,/static/images,/static/images,201,316,758,Mozilla/5.0 (Windows NT 10.0; Win64; x64),11,False
2026-05-15T14:29:41.700100,126.100.46.211,GET,/api/users,/api/users,201,131,354,curl/7.68.0,7,False
2026-05-15T14:29:43.706229,120.186.98.40,GET,user=pdrake,user=pdrake&attempt=13,401,180,752,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1,True
2026-05-15T14:29:45.712721,148.67.134.253,GET,/static/css,/static/css,200,336,44111,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),28,False
2026-05-15T14:29:47.715726,14.136.225.114,GET,/api/orders,/api/orders,200,350,27938,curl/7.68.0,5,False
2026-05-15T14:29:49.717576,57.53.119.182,POST,user=tdelacruz,user=tdelacruz&attempt=63,401,159,346,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4,True
2026-05-15T14:29:51.719378,194.241.96.153,GET,id=1' OR '1'='1,id=1' OR '1'='1&data=common,403,11940,169,curl/7.68.0,2,True
2026-05-15T14:29:53.721112,97.2.114.85,GET,/api/health,/api/health,201,255,860,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),14,False
